[train_mean][TFT efficiency] Running on device: cpu
[train_mean][TFT efficiency] CUDA not available, running on CPU (AMP disabled, CPU-only profiling).
[SPLIT] n=2008 | embargo=0 | train=(0,1405) len=1405 | val=(1405,1706) len=301 | test=(1706,2008) len=302
[efficiency_mean] Epoch 100 | train=0.037973 | val=RMSE:2476.24|MAE:2443.71|MAPE:24.48% | epoch_time=0.48s
Saved loss curves: BBCA_mean_training_loss_curve.png, BBCA_mean_validation_rmse_curve.png
================================================================================
Run timestamp: 2025-11-11 15:13:50
Ticker: BBCA
[efficiency_mean] Done. Total elapsed: 250.90s
[efficiency_mean] Test RMSE=1707.71 MAE=1592.07 MAPE=17.16%
[train_mean][TFT efficiency] Done on device: cpu
[save_metrics] Final metrics in: /home/ubuntu/skripsi_2602214545/tft/efficiency/results/metrics
[save_metrics] Files: BBCA_mean_val_metrics.(json|txt), BBCA_mean_test_metrics.(json|txt)
================================================================================

[train_mean][TFT efficiency] Running on device: cpu
[train_mean][TFT efficiency] CUDA not available, running on CPU (AMP disabled, CPU-only profiling).
[SPLIT] n=2008 | embargo=0 | train=(0,1405) len=1405 | val=(1405,1706) len=301 | test=(1706,2008) len=302
[efficiency_mean] Epoch 001 | train=0.053921 | val=RMSE:2610.47|MAE:2579.63|MAPE:25.86% | epoch_time=0.49s
[efficiency_mean] Epoch 002 | train=0.043542 | val=RMSE:2455.97|MAE:2423.17|MAPE:24.28% | epoch_time=0.44s
[efficiency_mean] Epoch 003 | train=0.044828 | val=RMSE:2702.54|MAE:2672.76|MAPE:26.79% | epoch_time=0.65s
[efficiency_mean] Epoch 004 | train=0.043192 | val=RMSE:2477.28|MAE:2444.76|MAPE:24.50% | epoch_time=0.65s
[efficiency_mean] Epoch 005 | train=0.042923 | val=RMSE:2369.83|MAE:2335.82|MAPE:23.40% | epoch_time=0.64s
[efficiency_mean] Epoch 006 | train=0.040635 | val=RMSE:2551.36|MAE:2519.80|MAPE:25.25% | epoch_time=0.64s
[efficiency_mean] Epoch 007 | train=0.042120 | val=RMSE:2624.09|MAE:2593.42|MAPE:25.99% | epoch_time=0.65s
[efficiency_mean] Epoch 008 | train=0.040901 | val=RMSE:2592.74|MAE:2561.69|MAPE:25.67% | epoch_time=0.64s
[efficiency_mean] Epoch 009 | train=0.042007 | val=RMSE:2572.47|MAE:2541.17|MAPE:25.47% | epoch_time=0.63s
[efficiency_mean] Epoch 010 | train=0.040267 | val=RMSE:2582.48|MAE:2551.30|MAPE:25.57% | epoch_time=0.64s
[efficiency_mean] Epoch 011 | train=0.040746 | val=RMSE:2555.57|MAE:2524.06|MAPE:25.30% | epoch_time=0.64s
[efficiency_mean] Epoch 012 | train=0.040139 | val=RMSE:2586.83|MAE:2555.70|MAPE:25.61% | epoch_time=193.63s
[efficiency_mean] Epoch 013 | train=0.039207 | val=RMSE:2581.36|MAE:2550.17|MAPE:25.56% | epoch_time=0.47s
[efficiency_mean] Epoch 014 | train=0.038726 | val=RMSE:2455.00|MAE:2422.19|MAPE:24.27% | epoch_time=0.47s
[efficiency_mean] Epoch 015 | train=0.038649 | val=RMSE:2516.97|MAE:2484.97|MAPE:24.90% | epoch_time=0.47s
[efficiency_mean] Epoch 016 | train=0.039739 | val=RMSE:2540.78|MAE:2509.09|MAPE:25.14% | epoch_time=0.47s
[efficiency_mean] Epoch 017 | train=0.039045 | val=RMSE:2511.33|MAE:2479.25|MAPE:24.84% | epoch_time=0.48s
[efficiency_mean] Epoch 018 | train=0.038639 | val=RMSE:2514.65|MAE:2482.62|MAPE:24.88% | epoch_time=0.48s
[efficiency_mean] Epoch 019 | train=0.038475 | val=RMSE:2555.89|MAE:2524.38|MAPE:25.30% | epoch_time=0.47s
[efficiency_mean] Epoch 020 | train=0.038283 | val=RMSE:2545.19|MAE:2513.55|MAPE:25.19% | epoch_time=0.47s
[efficiency_mean] Epoch 021 | train=0.038697 | val=RMSE:2554.12|MAE:2522.59|MAPE:25.28% | epoch_time=0.47s
[efficiency_mean] Epoch 022 | train=0.038456 | val=RMSE:2539.42|MAE:2507.71|MAPE:25.13% | epoch_time=0.47s
[efficiency_mean] Epoch 023 | train=0.038323 | val=RMSE:2492.71|MAE:2460.40|MAPE:24.65% | epoch_time=0.47s
[efficiency_mean] Epoch 024 | train=0.038399 | val=RMSE:2546.00|MAE:2514.37|MAPE:25.20% | epoch_time=0.47s
[efficiency_mean] Epoch 025 | train=0.038312 | val=RMSE:2495.88|MAE:2463.61|MAPE:24.69% | epoch_time=0.47s
[efficiency_mean] Epoch 026 | train=0.038073 | val=RMSE:2483.49|MAE:2451.06|MAPE:24.56% | epoch_time=0.47s
[efficiency_mean] Epoch 027 | train=0.038308 | val=RMSE:2511.36|MAE:2479.29|MAPE:24.84% | epoch_time=0.47s
[efficiency_mean] Epoch 028 | train=0.038095 | val=RMSE:2508.16|MAE:2476.04|MAPE:24.81% | epoch_time=0.47s
[efficiency_mean] Epoch 029 | train=0.038219 | val=RMSE:2502.03|MAE:2469.83|MAPE:24.75% | epoch_time=0.47s
[efficiency_mean] Epoch 030 | train=0.038015 | val=RMSE:2537.44|MAE:2505.70|MAPE:25.11% | epoch_time=0.47s
[efficiency_mean] Epoch 031 | train=0.038367 | val=RMSE:2458.24|MAE:2425.47|MAPE:24.30% | epoch_time=0.47s
[efficiency_mean] Epoch 032 | train=0.038201 | val=RMSE:2498.25|MAE:2466.01|MAPE:24.71% | epoch_time=0.47s
[efficiency_mean] Epoch 033 | train=0.038088 | val=RMSE:2471.50|MAE:2438.90|MAPE:24.44% | epoch_time=0.47s
[efficiency_mean] Epoch 034 | train=0.038065 | val=RMSE:2542.46|MAE:2510.79|MAPE:25.16% | epoch_time=0.46s
[efficiency_mean] Epoch 035 | train=0.037999 | val=RMSE:2469.57|MAE:2436.95|MAPE:24.42% | epoch_time=0.47s
[efficiency_mean] Epoch 036 | train=0.038010 | val=RMSE:2507.64|MAE:2475.51|MAPE:24.81% | epoch_time=0.47s
[efficiency_mean] Epoch 037 | train=0.038071 | val=RMSE:2475.13|MAE:2442.58|MAPE:24.47% | epoch_time=0.47s
[efficiency_mean] Epoch 038 | train=0.038155 | val=RMSE:2520.71|MAE:2488.76|MAPE:24.94% | epoch_time=0.47s
[efficiency_mean] Epoch 039 | train=0.038067 | val=RMSE:2517.43|MAE:2485.43|MAPE:24.91% | epoch_time=0.47s
[efficiency_mean] Epoch 040 | train=0.038002 | val=RMSE:2489.33|MAE:2456.97|MAPE:24.62% | epoch_time=0.47s
[efficiency_mean] Epoch 041 | train=0.038027 | val=RMSE:2484.76|MAE:2452.34|MAPE:24.57% | epoch_time=0.47s
[efficiency_mean] Epoch 042 | train=0.037990 | val=RMSE:2470.50|MAE:2437.89|MAPE:24.43% | epoch_time=0.47s
[efficiency_mean] Epoch 043 | train=0.037999 | val=RMSE:2471.71|MAE:2439.12|MAPE:24.44% | epoch_time=0.47s
[efficiency_mean] Epoch 044 | train=0.038080 | val=RMSE:2494.51|MAE:2462.22|MAPE:24.67% | epoch_time=0.47s
[efficiency_mean] Epoch 045 | train=0.037982 | val=RMSE:2459.06|MAE:2426.30|MAPE:24.31% | epoch_time=0.47s
[efficiency_mean] Epoch 046 | train=0.037986 | val=RMSE:2485.58|MAE:2453.17|MAPE:24.58% | epoch_time=0.47s
[efficiency_mean] Epoch 047 | train=0.037997 | val=RMSE:2466.81|MAE:2434.15|MAPE:24.39% | epoch_time=0.47s
[efficiency_mean] Epoch 048 | train=0.037911 | val=RMSE:2474.93|MAE:2442.38|MAPE:24.47% | epoch_time=0.48s
[efficiency_mean] Epoch 049 | train=0.038074 | val=RMSE:2512.23|MAE:2480.17|MAPE:24.85% | epoch_time=0.47s
[efficiency_mean] Epoch 050 | train=0.038068 | val=RMSE:2508.30|MAE:2476.19|MAPE:24.81% | epoch_time=0.47s
[efficiency_mean] Epoch 051 | train=0.037985 | val=RMSE:2497.39|MAE:2465.13|MAPE:24.70% | epoch_time=0.47s
[efficiency_mean] Epoch 052 | train=0.037992 | val=RMSE:2491.68|MAE:2459.35|MAPE:24.64% | epoch_time=0.47s
[efficiency_mean] Epoch 053 | train=0.037973 | val=RMSE:2491.26|MAE:2458.92|MAPE:24.64% | epoch_time=0.48s
[efficiency_mean] Epoch 054 | train=0.037991 | val=RMSE:2496.21|MAE:2463.94|MAPE:24.69% | epoch_time=0.46s
[efficiency_mean] Epoch 055 | train=0.037978 | val=RMSE:2485.22|MAE:2452.81|MAPE:24.58% | epoch_time=0.47s
[efficiency_mean] Epoch 056 | train=0.037994 | val=RMSE:2477.90|MAE:2445.38|MAPE:24.50% | epoch_time=0.47s
[efficiency_mean] Epoch 057 | train=0.038039 | val=RMSE:2486.41|MAE:2454.01|MAPE:24.59% | epoch_time=0.47s
[efficiency_mean] Epoch 058 | train=0.038011 | val=RMSE:2499.18|MAE:2466.95|MAPE:24.72% | epoch_time=0.47s
[efficiency_mean] Epoch 059 | train=0.038021 | val=RMSE:2492.47|MAE:2460.15|MAPE:24.65% | epoch_time=0.47s
[efficiency_mean] Epoch 060 | train=0.037995 | val=RMSE:2488.68|MAE:2456.32|MAPE:24.61% | epoch_time=0.47s
[efficiency_mean] Epoch 061 | train=0.037993 | val=RMSE:2468.91|MAE:2436.28|MAPE:24.41% | epoch_time=0.47s
[efficiency_mean] Epoch 062 | train=0.037984 | val=RMSE:2476.11|MAE:2443.57|MAPE:24.48% | epoch_time=0.47s
[efficiency_mean] Epoch 063 | train=0.037972 | val=RMSE:2487.31|MAE:2454.92|MAPE:24.60% | epoch_time=0.47s
[efficiency_mean] Epoch 064 | train=0.037990 | val=RMSE:2493.38|MAE:2461.07|MAPE:24.66% | epoch_time=0.47s
[efficiency_mean] Epoch 065 | train=0.037981 | val=RMSE:2484.74|MAE:2452.32|MAPE:24.57% | epoch_time=0.48s
[efficiency_mean] Epoch 066 | train=0.037977 | val=RMSE:2484.64|MAE:2452.22|MAPE:24.57% | epoch_time=0.48s
[efficiency_mean] Epoch 067 | train=0.037981 | val=RMSE:2480.66|MAE:2448.19|MAPE:24.53% | epoch_time=0.47s
[efficiency_mean] Epoch 068 | train=0.037988 | val=RMSE:2483.57|MAE:2451.13|MAPE:24.56% | epoch_time=0.47s
[efficiency_mean] Epoch 069 | train=0.037983 | val=RMSE:2481.04|MAE:2448.57|MAPE:24.53% | epoch_time=0.47s
[efficiency_mean] Epoch 070 | train=0.037978 | val=RMSE:2470.63|MAE:2438.02|MAPE:24.43% | epoch_time=0.47s
[efficiency_mean] Epoch 071 | train=0.037988 | val=RMSE:2492.46|MAE:2460.14|MAPE:24.65% | epoch_time=0.47s
[efficiency_mean] Epoch 072 | train=0.037983 | val=RMSE:2499.27|MAE:2467.04|MAPE:24.72% | epoch_time=0.47s
[efficiency_mean] Epoch 073 | train=0.037968 | val=RMSE:2479.88|MAE:2447.39|MAPE:24.52% | epoch_time=0.47s
[efficiency_mean] Epoch 074 | train=0.037970 | val=RMSE:2490.92|MAE:2458.58|MAPE:24.63% | epoch_time=0.47s
[efficiency_mean] Epoch 075 | train=0.038006 | val=RMSE:2487.34|MAE:2454.95|MAPE:24.60% | epoch_time=0.48s
[efficiency_mean] Epoch 076 | train=0.038001 | val=RMSE:2477.31|MAE:2444.79|MAPE:24.50% | epoch_time=0.47s
[efficiency_mean] Epoch 077 | train=0.037983 | val=RMSE:2493.08|MAE:2460.77|MAPE:24.66% | epoch_time=0.48s
[efficiency_mean] Epoch 078 | train=0.037980 | val=RMSE:2487.95|MAE:2455.57|MAPE:24.60% | epoch_time=0.47s
[efficiency_mean] Epoch 079 | train=0.038001 | val=RMSE:2490.86|MAE:2458.52|MAPE:24.63% | epoch_time=0.47s
[efficiency_mean] Epoch 080 | train=0.037988 | val=RMSE:2479.35|MAE:2446.85|MAPE:24.52% | epoch_time=0.47s
[efficiency_mean] Epoch 081 | train=0.038006 | val=RMSE:2490.03|MAE:2457.68|MAPE:24.63% | epoch_time=0.47s
[efficiency_mean] Epoch 082 | train=0.037965 | val=RMSE:2491.83|MAE:2459.50|MAPE:24.64% | epoch_time=0.47s
[efficiency_mean] Epoch 083 | train=0.037986 | val=RMSE:2486.18|MAE:2453.78|MAPE:24.59% | epoch_time=0.47s
[efficiency_mean] Epoch 084 | train=0.037986 | val=RMSE:2483.79|MAE:2451.35|MAPE:24.56% | epoch_time=0.48s
[efficiency_mean] Epoch 085 | train=0.037981 | val=RMSE:2486.40|MAE:2454.00|MAPE:24.59% | epoch_time=0.47s
[efficiency_mean] Epoch 086 | train=0.037967 | val=RMSE:2492.63|MAE:2460.31|MAPE:24.65% | epoch_time=0.48s
[efficiency_mean] Epoch 087 | train=0.038001 | val=RMSE:2484.55|MAE:2452.12|MAPE:24.57% | epoch_time=0.47s
[efficiency_mean] Epoch 088 | train=0.037972 | val=RMSE:2489.46|MAE:2457.10|MAPE:24.62% | epoch_time=0.47s
[efficiency_mean] Epoch 089 | train=0.037986 | val=RMSE:2471.36|MAE:2438.76|MAPE:24.43% | epoch_time=0.47s
[efficiency_mean] Epoch 090 | train=0.037983 | val=RMSE:2483.26|MAE:2450.81|MAPE:24.56% | epoch_time=0.48s
[efficiency_mean] Epoch 091 | train=0.037971 | val=RMSE:2485.32|MAE:2452.91|MAPE:24.58% | epoch_time=0.48s
[efficiency_mean] Epoch 092 | train=0.037981 | val=RMSE:2478.15|MAE:2445.64|MAPE:24.50% | epoch_time=0.47s
[efficiency_mean] Epoch 093 | train=0.037995 | val=RMSE:2479.53|MAE:2447.04|MAPE:24.52% | epoch_time=0.47s
[efficiency_mean] Epoch 094 | train=0.037971 | val=RMSE:2494.79|MAE:2462.51|MAPE:24.67% | epoch_time=0.47s
[efficiency_mean] Epoch 095 | train=0.037995 | val=RMSE:2491.06|MAE:2458.72|MAPE:24.64% | epoch_time=0.48s
[efficiency_mean] Epoch 096 | train=0.037975 | val=RMSE:2496.62|MAE:2464.36|MAPE:24.69% | epoch_time=0.47s
[efficiency_mean] Epoch 097 | train=0.037972 | val=RMSE:2490.35|MAE:2458.00|MAPE:24.63% | epoch_time=0.47s
[efficiency_mean] Epoch 098 | train=0.037972 | val=RMSE:2487.61|MAE:2455.23|MAPE:24.60% | epoch_time=0.47s
[efficiency_mean] Epoch 099 | train=0.037988 | val=RMSE:2492.72|MAE:2460.40|MAPE:24.65% | epoch_time=0.47s
[efficiency_mean] Epoch 100 | train=0.037969 | val=RMSE:2476.75|MAE:2444.22|MAPE:24.49% | epoch_time=0.47s
Saved loss curves: BBCA_mean_training_loss_curve.png, BBCA_mean_validation_rmse_curve.png
================================================================================
Run timestamp: 2025-11-11 16:28:37
Ticker: BBCA
[efficiency_mean] Done. Total elapsed: 241.83s
[efficiency_mean] Test RMSE=1708.19 MAE=1592.58 MAPE=17.16%
[train_mean][TFT efficiency] Done on device: cpu
[save_metrics] Final metrics in: /home/ubuntu/skripsi_2602214545/tft/efficiency/results/metrics
[save_metrics] Files: BBCA_mean_val_metrics.(json|txt), BBCA_mean_test_metrics.(json|txt)
================================================================================

